timestamp,bytes_received
2025-11-26T09:43:22.942014Z,63
2025-11-26T09:43:23.003651Z,127
2025-11-26T09:43:23.067465Z,191
2025-11-26T09:43:23.192311Z,255
2025-11-26T09:43:23.254867Z,266
2025-11-26T09:43:23.316851Z,320
2025-11-26T09:43:23.379766Z,383
2025-11-26T09:43:23.442954Z,447
2025-11-26T09:43:23.505242Z,452
2025-11-26T09:43:23.567893Z,511
2025-11-26T09:43:23.631456Z,575
2025-11-26T09:43:23.693452Z,639
2025-11-26T09:43:23.755350Z,703
2025-11-26T09:43:23.879094Z,767
2025-11-26T09:43:23.941508Z,831
2025-11-26T09:43:24.003718Z,874
2025-11-26T09:43:24.066449Z,895
2025-11-26T09:43:24.128739Z,959
2025-11-26T09:43:24.252707Z,1023
2025-11-26T09:43:24.314882Z,1087
2025-11-26T09:43:24.377038Z,1130
2025-11-26T09:43:24.439845Z,1151
2025-11-26T09:43:24.502685Z,1215
2025-11-26T09:43:24.627769Z,1279
2025-11-26T09:43:24.689186Z,1343
2025-11-26T09:43:24.750767Z,1386
2025-11-26T09:43:24.812125Z,1407
2025-11-26T09:43:24.874496Z,1471
2025-11-26T09:43:25.000550Z,1535
2025-11-26T09:43:25.062154Z,1599
2025-11-26T09:43:25.124697Z,1642
2025-11-26T09:43:25.187975Z,1663
2025-11-26T09:43:25.250203Z,1727
2025-11-26T09:43:25.313030Z,1791
2025-11-26T09:43:25.375434Z,1792
2025-11-26T09:43:25.437772Z,1855
2025-11-26T09:43:25.500119Z,1919
2025-11-26T09:43:25.562112Z,1983
2025-11-26T09:43:25.688643Z,2047
2025-11-26T09:43:25.750916Z,2111
2025-11-26T09:43:25.811935Z,2154
2025-11-26T09:43:25.873670Z,2175
2025-11-26T09:43:25.935560Z,2239
2025-11-26T09:43:26.060446Z,2303
2025-11-26T09:43:26.123773Z,2367
2025-11-26T09:43:26.186729Z,2410
2025-11-26T09:43:26.248676Z,2431
2025-11-26T09:43:26.310775Z,2495
2025-11-26T09:43:26.435363Z,2559
2025-11-26T09:43:26.497753Z,2623
2025-11-26T09:43:26.560205Z,2666
2025-11-26T09:43:26.622061Z,2687
2025-11-26T09:43:26.684868Z,2751
2025-11-26T09:43:26.746401Z,2752
2025-11-26T09:43:26.809361Z,2815
2025-11-26T09:43:26.870204Z,2879
2025-11-26T09:43:26.934059Z,2922
2025-11-26T09:43:26.995860Z,2943
2025-11-26T09:43:27.058340Z,3007
2025-11-26T09:43:27.120816Z,3011
2025-11-26T09:43:27.184325Z,3071
2025-11-26T09:43:27.245426Z,3084
2025-11-26T09:43:27.307703Z,3139
2025-11-26T09:43:27.369069Z,3178
2025-11-26T09:43:27.431385Z,3213
2025-11-26T09:43:27.494258Z,3270
2025-11-26T09:43:27.557518Z,3328
2025-11-26T09:43:27.620214Z,3347
2025-11-26T09:43:27.682321Z,3401
2025-11-26T09:43:27.744707Z,3434
2025-11-26T09:43:27.806461Z,3476
2025-11-26T09:43:27.868287Z,3531
2025-11-26T09:43:27.930727Z,3584
2025-11-26T09:43:27.992880Z,3606
2025-11-26T09:43:28.055583Z,3660
2025-11-26T09:43:28.118134Z,3690
2025-11-26T09:43:28.180733Z,3736
2025-11-26T09:43:28.243059Z,3793
2025-11-26T09:43:28.306078Z,3840
2025-11-26T09:43:28.369728Z,3870
2025-11-26T09:43:28.432897Z,3929
2025-11-26T09:43:28.494517Z,3947
2025-11-26T09:43:28.557052Z,4002
2025-11-26T09:43:28.619361Z,4057
2025-11-26T09:43:28.682554Z,4096
