timestamp,bytes_received
2025-11-26T10:29:17.704035Z,62
2025-11-26T10:29:17.764471Z,126
2025-11-26T10:29:17.828091Z,190
2025-11-26T10:29:17.952869Z,254
2025-11-26T10:29:18.015405Z,318
2025-11-26T10:29:18.076811Z,362
2025-11-26T10:29:18.138790Z,382
2025-11-26T10:29:18.202255Z,446
2025-11-26T10:29:18.326672Z,510
2025-11-26T10:29:18.396782Z,574
2025-11-26T10:29:18.452462Z,618
2025-11-26T10:29:18.514932Z,638
2025-11-26T10:29:18.576837Z,702
2025-11-26T10:29:18.701346Z,766
2025-11-26T10:29:18.762582Z,830
2025-11-26T10:29:18.824162Z,874
2025-11-26T10:29:18.886275Z,894
2025-11-26T10:29:18.948414Z,958
2025-11-26T10:29:19.074967Z,1022
2025-11-26T10:29:19.137403Z,1086
2025-11-26T10:29:19.199278Z,1130
2025-11-26T10:29:19.260533Z,1150
2025-11-26T10:29:19.322412Z,1214
2025-11-26T10:29:19.446629Z,1278
2025-11-26T10:29:19.510920Z,1342
2025-11-26T10:29:19.573160Z,1386
2025-11-26T10:29:19.635898Z,1406
2025-11-26T10:29:19.697956Z,1470
2025-11-26T10:29:19.821827Z,1534
2025-11-26T10:29:19.883799Z,1598
2025-11-26T10:29:19.946032Z,1642
2025-11-26T10:29:20.008720Z,1662
2025-11-26T10:29:20.071820Z,1726
2025-11-26T10:29:20.195343Z,1790
2025-11-26T10:29:20.257213Z,1854
2025-11-26T10:29:20.318763Z,1898
2025-11-26T10:29:20.381193Z,1918
2025-11-26T10:29:20.444917Z,1982
2025-11-26T10:29:20.570357Z,2046
2025-11-26T10:29:20.631982Z,2110
2025-11-26T10:29:20.694032Z,2154
2025-11-26T10:29:20.757023Z,2174
2025-11-26T10:29:20.819715Z,2238
2025-11-26T10:29:20.881007Z,2302
2025-11-26T10:29:20.942768Z,2303
2025-11-26T10:29:21.005232Z,2366
2025-11-26T10:29:21.067966Z,2430
2025-11-26T10:29:21.131223Z,2494
2025-11-26T10:29:21.256323Z,2558
2025-11-26T10:29:21.319153Z,2622
2025-11-26T10:29:21.381818Z,2666
2025-11-26T10:29:21.443560Z,2686
2025-11-26T10:29:21.505496Z,2750
2025-11-26T10:29:21.566945Z,2795
2025-11-26T10:29:21.629286Z,2852
2025-11-26T10:29:21.690091Z,2903
2025-11-26T10:29:21.750843Z,2922
2025-11-26T10:29:21.812272Z,2973
2025-11-26T10:29:21.874288Z,3028
2025-11-26T10:29:21.936064Z,3071
2025-11-26T10:29:21.998842Z,3101
2025-11-26T10:29:22.061186Z,3158
2025-11-26T10:29:22.123289Z,3213
2025-11-26T10:29:22.185690Z,3262
2025-11-26T10:29:22.248454Z,3285
2025-11-26T10:29:22.310930Z,3327
2025-11-26T10:29:22.373370Z,3360
2025-11-26T10:29:22.435667Z,3415
2025-11-26T10:29:22.497430Z,3470
2025-11-26T10:29:22.560082Z,3518
2025-11-26T10:29:22.623541Z,3545
2025-11-26T10:29:22.685289Z,3583
2025-11-26T10:29:22.747724Z,3618
2025-11-26T10:29:22.809259Z,3673
2025-11-26T10:29:22.871920Z,3728
2025-11-26T10:29:22.934651Z,3774
2025-11-26T10:29:22.997040Z,3803
2025-11-26T10:29:23.058883Z,3839
2025-11-26T10:29:23.119039Z,3874
2025-11-26T10:29:23.182021Z,3931
2025-11-26T10:29:23.245322Z,3988
2025-11-26T10:29:23.308253Z,4030
2025-11-26T10:29:23.370271Z,4061
2025-11-26T10:29:23.432705Z,4094
