timestamp,bytes_received
2025-11-26T09:42:14.318235Z,63
2025-11-26T09:42:14.379313Z,127
2025-11-26T09:42:14.441064Z,191
2025-11-26T09:42:14.567295Z,255
2025-11-26T09:42:14.628308Z,259
2025-11-26T09:42:14.691491Z,319
2025-11-26T09:42:14.754060Z,383
2025-11-26T09:42:14.815719Z,447
2025-11-26T09:42:14.940420Z,511
2025-11-26T09:42:15.003488Z,524
2025-11-26T09:42:15.068197Z,581
2025-11-26T09:42:15.128354Z,639
2025-11-26T09:42:15.191462Z,703
2025-11-26T09:42:15.253402Z,712
2025-11-26T09:42:15.315779Z,767
2025-11-26T09:42:15.378566Z,786
2025-11-26T09:42:15.440246Z,839
2025-11-26T09:42:15.500986Z,895
2025-11-26T09:42:15.562476Z,959
2025-11-26T09:42:15.624574Z,965
2025-11-26T09:42:15.686269Z,1023
2025-11-26T09:42:15.749043Z,1038
2025-11-26T09:42:15.810734Z,1093
2025-11-26T09:42:15.873519Z,1151
2025-11-26T09:42:15.935338Z,1215
2025-11-26T09:42:15.998030Z,1224
2025-11-26T09:42:16.059820Z,1280
2025-11-26T09:42:16.121266Z,1297
2025-11-26T09:42:16.183903Z,1352
2025-11-26T09:42:16.246642Z,1409
2025-11-26T09:42:16.309610Z,1471
2025-11-26T09:42:16.371447Z,1485
2025-11-26T09:42:16.433809Z,1536
2025-11-26T09:42:16.496378Z,1560
2025-11-26T09:42:16.558324Z,1615
2025-11-26T09:42:16.621609Z,1672
2025-11-26T09:42:16.683992Z,1727
2025-11-26T09:42:16.746137Z,1744
2025-11-26T09:42:16.807779Z,1792
2025-11-26T09:42:16.871578Z,1821
2025-11-26T09:42:16.931454Z,1874
2025-11-26T09:42:16.991938Z,1925
2025-11-26T09:42:17.053181Z,1983
2025-11-26T09:42:17.115250Z,1997
2025-11-26T09:42:17.179039Z,2048
2025-11-26T09:42:17.240247Z,2073
2025-11-26T09:42:17.301639Z,2127
2025-11-26T09:42:17.363024Z,2182
2025-11-26T09:42:17.425418Z,2239
2025-11-26T09:42:17.486396Z,2254
2025-11-26T09:42:17.548784Z,2304
2025-11-26T09:42:17.612280Z,2331
2025-11-26T09:42:17.675229Z,2385
2025-11-26T09:42:17.737830Z,2442
2025-11-26T09:42:17.799581Z,2495
2025-11-26T09:42:17.861633Z,2515
2025-11-26T09:42:17.924397Z,2560
2025-11-26T09:42:17.987064Z,2591
2025-11-26T09:42:18.049523Z,2648
2025-11-26T09:42:18.112597Z,2705
2025-11-26T09:42:18.175965Z,2751
2025-11-26T09:42:18.238234Z,2782
2025-11-26T09:42:18.300353Z,2837
2025-11-26T09:42:18.362269Z,2890
2025-11-26T09:42:18.423885Z,2922
2025-11-26T09:42:18.486480Z,2965
2025-11-26T09:42:18.548255Z,3020
2025-11-26T09:42:18.611175Z,3072
2025-11-26T09:42:18.674240Z,3097
2025-11-26T09:42:18.737011Z,3152
2025-11-26T09:42:18.798660Z,3207
2025-11-26T09:42:18.860704Z,3263
2025-11-26T09:42:18.923237Z,3281
2025-11-26T09:42:18.985863Z,3328
2025-11-26T09:42:19.048228Z,3356
2025-11-26T09:42:19.110977Z,3413
2025-11-26T09:42:19.173095Z,3468
2025-11-26T09:42:19.235551Z,3519
2025-11-26T09:42:19.298233Z,3544
2025-11-26T09:42:19.359892Z,3584
2025-11-26T09:42:19.422212Z,3615
2025-11-26T09:42:19.485585Z,3673
2025-11-26T09:42:19.547831Z,3728
2025-11-26T09:42:19.609965Z,3775
2025-11-26T09:42:19.672978Z,3804
2025-11-26T09:42:19.734666Z,3840
2025-11-26T09:42:19.797605Z,3879
2025-11-26T09:42:19.860524Z,3936
2025-11-26T09:42:19.922154Z,3990
2025-11-26T09:42:19.984541Z,4031
2025-11-26T09:42:20.046253Z,4063
2025-11-26T09:42:20.108681Z,4096
