timestamp,bytes_received
2025-11-26T09:35:02.832915Z,192
2025-11-26T09:35:02.896321Z,384
2025-11-26T09:35:02.965294Z,576
2025-11-26T09:35:03.081982Z,768
2025-11-26T09:35:03.206125Z,960
2025-11-26T09:35:03.268497Z,1152
2025-11-26T09:35:03.331340Z,1344
2025-11-26T09:35:03.455036Z,1536
2025-11-26T09:35:03.578524Z,1728
2025-11-26T09:35:03.642485Z,1920
2025-11-26T09:35:03.705259Z,2112
2025-11-26T09:35:03.767051Z,2304
2025-11-26T09:35:03.829905Z,2491
2025-11-26T09:35:03.892120Z,2625
2025-11-26T09:35:03.955101Z,2688
2025-11-26T09:35:04.017326Z,2880
2025-11-26T09:35:04.080175Z,3051
2025-11-26T09:35:04.142422Z,3072
2025-11-26T09:35:04.204560Z,3264
2025-11-26T09:35:04.267065Z,3393
2025-11-26T09:35:04.329467Z,3456
2025-11-26T09:35:04.390185Z,3648
2025-11-26T09:35:04.451806Z,3813
2025-11-26T09:35:04.514140Z,3840
2025-11-26T09:35:04.576903Z,4032
2025-11-26T09:35:04.638382Z,4161
2025-11-26T09:35:04.700232Z,4224
2025-11-26T09:35:04.762741Z,4416
2025-11-26T09:35:04.824696Z,4596
2025-11-26T09:35:04.886533Z,4608
2025-11-26T09:35:04.949585Z,4800
2025-11-26T09:35:05.011356Z,4929
2025-11-26T09:35:05.075131Z,4992
2025-11-26T09:35:05.136227Z,5184
2025-11-26T09:35:05.198837Z,5366
2025-11-26T09:35:05.261401Z,5376
2025-11-26T09:35:05.323299Z,5568
2025-11-26T09:35:05.385985Z,5697
2025-11-26T09:35:05.448088Z,5760
2025-11-26T09:35:05.510867Z,5952
2025-11-26T09:35:05.572870Z,6143
2025-11-26T09:35:05.635377Z,6144
2025-11-26T09:35:05.697928Z,6336
2025-11-26T09:35:05.759184Z,6525
2025-11-26T09:35:05.821814Z,6696
2025-11-26T09:35:05.883990Z,6720
2025-11-26T09:35:05.946376Z,6911
2025-11-26T09:35:06.009222Z,7080
2025-11-26T09:35:06.071598Z,7233
2025-11-26T09:35:06.134323Z,7296
2025-11-26T09:35:06.196889Z,7473
2025-11-26T09:35:06.258830Z,7636
2025-11-26T09:35:06.321314Z,7680
2025-11-26T09:35:06.383891Z,7857
2025-11-26T09:35:06.445497Z,8001
2025-11-26T09:35:06.509035Z,8064
2025-11-26T09:35:06.571882Z,8238
2025-11-26T09:35:06.635402Z,8413
2025-11-26T09:35:06.697075Z,8448
2025-11-26T09:35:06.759900Z,8637
2025-11-26T09:35:06.822097Z,8769
2025-11-26T09:35:06.886271Z,8832
2025-11-26T09:35:06.948168Z,9024
2025-11-26T09:35:07.010852Z,9203
2025-11-26T09:35:07.073978Z,9216
2025-11-26T09:35:07.136036Z,9408
2025-11-26T09:35:07.198183Z,9537
2025-11-26T09:35:07.261056Z,9600
2025-11-26T09:35:07.323967Z,9792
2025-11-26T09:35:07.449019Z,9984
2025-11-26T09:35:07.511903Z,10176
2025-11-26T09:35:07.573892Z,10305
2025-11-26T09:35:07.635754Z,10368
2025-11-26T09:35:07.698771Z,10560
2025-11-26T09:35:07.825179Z,10752
2025-11-26T09:35:07.885778Z,10944
2025-11-26T09:35:07.948394Z,11073
2025-11-26T09:35:08.011148Z,11136
2025-11-26T09:35:08.073128Z,11328
2025-11-26T09:35:08.198012Z,11520
2025-11-26T09:35:08.260187Z,11712
2025-11-26T09:35:08.322184Z,11841
2025-11-26T09:35:08.384990Z,11904
2025-11-26T09:35:08.445949Z,12096
2025-11-26T09:35:08.571058Z,12288
