timestamp,bytes_received
2025-11-26T10:29:00.207501Z,62
2025-11-26T10:29:00.270671Z,126
2025-11-26T10:29:00.332561Z,190
2025-11-26T10:29:00.456212Z,254
2025-11-26T10:29:00.518722Z,258
2025-11-26T10:29:00.581293Z,318
2025-11-26T10:29:00.644657Z,382
2025-11-26T10:29:00.706416Z,446
2025-11-26T10:29:00.831238Z,510
2025-11-26T10:29:00.895087Z,524
2025-11-26T10:29:00.964388Z,576
2025-11-26T10:29:01.019101Z,638
2025-11-26T10:29:01.082243Z,702
2025-11-26T10:29:01.145825Z,709
2025-11-26T10:29:01.207590Z,766
2025-11-26T10:29:01.270458Z,784
2025-11-26T10:29:01.333828Z,841
2025-11-26T10:29:01.395655Z,896
2025-11-26T10:29:01.457314Z,958
2025-11-26T10:29:01.519426Z,967
2025-11-26T10:29:01.580475Z,1022
2025-11-26T10:29:01.642988Z,1043
2025-11-26T10:29:01.705083Z,1097
2025-11-26T10:29:01.768006Z,1154
2025-11-26T10:29:01.830204Z,1214
2025-11-26T10:29:01.892419Z,1228
2025-11-26T10:29:01.954744Z,1279
2025-11-26T10:29:02.016514Z,1300
2025-11-26T10:29:02.078219Z,1356
2025-11-26T10:29:02.139669Z,1407
2025-11-26T10:29:02.202395Z,1470
2025-11-26T10:29:02.266278Z,1488
2025-11-26T10:29:02.328560Z,1535
2025-11-26T10:29:02.389346Z,1557
2025-11-26T10:29:02.451017Z,1609
2025-11-26T10:29:02.513116Z,1666
2025-11-26T10:29:02.574280Z,1726
2025-11-26T10:29:02.635732Z,1734
2025-11-26T10:29:02.698726Z,1791
2025-11-26T10:29:02.760670Z,1809
2025-11-26T10:29:02.824099Z,1865
2025-11-26T10:29:02.887393Z,1923
2025-11-26T10:29:02.950137Z,1982
2025-11-26T10:29:03.012538Z,1998
2025-11-26T10:29:03.074006Z,2047
2025-11-26T10:29:03.136767Z,2072
2025-11-26T10:29:03.198282Z,2126
2025-11-26T10:29:03.260140Z,2181
2025-11-26T10:29:03.322198Z,2238
2025-11-26T10:29:03.384718Z,2253
2025-11-26T10:29:03.446503Z,2303
2025-11-26T10:29:03.509181Z,2329
2025-11-26T10:29:03.571216Z,2384
2025-11-26T10:29:03.633033Z,2438
2025-11-26T10:29:03.694806Z,2494
2025-11-26T10:29:03.757595Z,2512
2025-11-26T10:29:03.820222Z,2559
2025-11-26T10:29:03.882758Z,2586
2025-11-26T10:29:03.944033Z,2641
2025-11-26T10:29:04.006469Z,2695
2025-11-26T10:29:04.068890Z,2750
2025-11-26T10:29:04.131394Z,2771
2025-11-26T10:29:04.192984Z,2815
2025-11-26T10:29:04.255085Z,2845
2025-11-26T10:29:04.316070Z,2896
2025-11-26T10:29:04.377111Z,2951
2025-11-26T10:29:04.439581Z,3006
2025-11-26T10:29:04.502194Z,3025
2025-11-26T10:29:04.564473Z,3071
2025-11-26T10:29:04.625960Z,3092
2025-11-26T10:29:04.689821Z,3150
2025-11-26T10:29:04.751729Z,3205
2025-11-26T10:29:04.814542Z,3262
2025-11-26T10:29:04.876378Z,3281
2025-11-26T10:29:04.938970Z,3327
2025-11-26T10:29:05.002293Z,3358
2025-11-26T10:29:05.065351Z,3415
2025-11-26T10:29:05.127959Z,3472
2025-11-26T10:29:05.190372Z,3518
2025-11-26T10:29:05.252158Z,3546
2025-11-26T10:29:05.316183Z,3583
2025-11-26T10:29:05.378727Z,3625
2025-11-26T10:29:05.442236Z,3683
2025-11-26T10:29:05.505761Z,3740
2025-11-26T10:29:05.567884Z,3774
2025-11-26T10:29:05.629917Z,3815
2025-11-26T10:29:05.692862Z,3870
2025-11-26T10:29:05.754872Z,3927
2025-11-26T10:29:05.818566Z,3948
2025-11-26T10:29:05.880481Z,4002
2025-11-26T10:29:05.942357Z,4057
2025-11-26T10:29:06.006081Z,4094
