timestamp,bytes_received
2025-11-26T12:31:51.000279Z,663
2025-11-26T12:31:51.062413Z,1112
2025-11-26T12:31:51.125177Z,1176
2025-11-26T12:31:51.248598Z,1240
2025-11-26T12:31:51.311282Z,1243
2025-11-26T12:31:51.373251Z,1304
2025-11-26T12:31:51.435776Z,1368
2025-11-26T12:31:51.497840Z,1432
2025-11-26T12:31:51.622404Z,1496
2025-11-26T12:31:51.684273Z,1502
2025-11-26T12:31:51.747420Z,1561
2025-11-26T12:31:51.809272Z,1624
2025-11-26T12:31:51.872423Z,1688
2025-11-26T12:31:51.934777Z,1690
2025-11-26T12:31:51.996716Z,1752
2025-11-26T12:31:52.058693Z,1762
2025-11-26T12:31:52.121589Z,1819
2025-11-26T12:31:52.184481Z,1880
2025-11-26T12:31:52.247214Z,1944
2025-11-26T12:31:52.308488Z,1949
2025-11-26T12:31:52.369522Z,2008
2025-11-26T12:31:52.432327Z,2021
2025-11-26T12:31:52.494338Z,2077
2025-11-26T12:31:52.555294Z,2136
2025-11-26T12:31:52.617320Z,2200
2025-11-26T12:31:52.680464Z,2264
2025-11-26T12:31:52.742798Z,2328
2025-11-26T12:31:52.805553Z,2371
2025-11-26T12:31:52.867929Z,2392
2025-11-26T12:31:52.930354Z,2456
2025-11-26T12:31:53.056474Z,2520
2025-11-26T12:31:53.118569Z,2584
2025-11-26T12:31:53.181464Z,2627
2025-11-26T12:31:53.243127Z,2648
2025-11-26T12:31:53.305419Z,2712
2025-11-26T12:31:53.430204Z,2776
2025-11-26T12:31:53.492821Z,2840
2025-11-26T12:31:53.555496Z,2883
2025-11-26T12:31:53.618241Z,2904
2025-11-26T12:31:53.681304Z,2968
2025-11-26T12:31:53.805677Z,3032
2025-11-26T12:31:53.867838Z,3096
2025-11-26T12:31:53.929608Z,3139
2025-11-26T12:31:53.991385Z,3160
2025-11-26T12:31:54.053479Z,3224
2025-11-26T12:31:54.116534Z,3288
2025-11-26T12:31:54.242538Z,3352
2025-11-26T12:31:54.304360Z,3416
2025-11-26T12:31:54.367884Z,3480
2025-11-26T12:31:54.492719Z,3544
2025-11-26T12:31:54.554414Z,3608
2025-11-26T12:31:54.615689Z,3651
2025-11-26T12:31:54.677364Z,3672
2025-11-26T12:31:54.739603Z,3736
2025-11-26T12:31:54.865177Z,3800
2025-11-26T12:31:54.928110Z,3864
2025-11-26T12:31:54.990526Z,3907
2025-11-26T12:31:55.052916Z,3928
2025-11-26T12:31:55.115416Z,3992
2025-11-26T12:31:55.241144Z,4056
2025-11-26T12:31:55.304185Z,4120
