timestamp,bytes_received
2025-11-26T11:35:41.873697Z,62
2025-11-26T11:35:41.936596Z,126
2025-11-26T11:35:41.999525Z,190
2025-11-26T11:35:42.123833Z,254
2025-11-26T11:35:42.186588Z,318
2025-11-26T11:35:42.248369Z,362
2025-11-26T11:35:42.310599Z,382
2025-11-26T11:35:42.371896Z,446
2025-11-26T11:35:42.432405Z,510
2025-11-26T11:35:42.497091Z,571
2025-11-26T11:35:42.557473Z,618
2025-11-26T11:35:42.620510Z,638
2025-11-26T11:35:42.682565Z,702
2025-11-26T11:35:42.745570Z,759
2025-11-26T11:35:42.807133Z,767
2025-11-26T11:35:42.870249Z,830
2025-11-26T11:35:42.931756Z,874
2025-11-26T11:35:42.994559Z,894
2025-11-26T11:35:43.057330Z,958
2025-11-26T11:35:43.118807Z,1017
2025-11-26T11:35:43.180192Z,1023
2025-11-26T11:35:43.242645Z,1086
2025-11-26T11:35:43.305513Z,1130
2025-11-26T11:35:43.367584Z,1150
2025-11-26T11:35:43.429694Z,1214
2025-11-26T11:35:43.491661Z,1274
2025-11-26T11:35:43.553715Z,1279
2025-11-26T11:35:43.616926Z,1342
2025-11-26T11:35:43.679595Z,1386
2025-11-26T11:35:43.741729Z,1406
2025-11-26T11:35:43.805043Z,1470
2025-11-26T11:35:43.867498Z,1534
2025-11-26T11:35:43.930201Z,1535
2025-11-26T11:35:43.992228Z,1598
2025-11-26T11:35:44.054735Z,1662
2025-11-26T11:35:44.117523Z,1725
2025-11-26T11:35:44.181129Z,1726
2025-11-26T11:35:44.243672Z,1790
2025-11-26T11:35:44.305750Z,1854
2025-11-26T11:35:44.367993Z,1898
2025-11-26T11:35:44.429123Z,1918
2025-11-26T11:35:44.491561Z,1982
2025-11-26T11:35:44.553511Z,2038
2025-11-26T11:35:44.615344Z,2047
2025-11-26T11:35:44.678595Z,2110
2025-11-26T11:35:44.740777Z,2154
2025-11-26T11:35:44.802253Z,2174
2025-11-26T11:35:44.864689Z,2238
2025-11-26T11:35:44.927602Z,2299
2025-11-26T11:35:44.989680Z,2303
2025-11-26T11:35:45.051334Z,2366
2025-11-26T11:35:45.115133Z,2410
2025-11-26T11:35:45.178283Z,2430
2025-11-26T11:35:45.240804Z,2494
2025-11-26T11:35:45.365744Z,2558
2025-11-26T11:35:45.427142Z,2622
2025-11-26T11:35:45.489388Z,2666
2025-11-26T11:35:45.550354Z,2686
2025-11-26T11:35:45.612237Z,2750
2025-11-26T11:35:45.736280Z,2814
2025-11-26T11:35:45.798707Z,2878
2025-11-26T11:35:45.861482Z,2922
2025-11-26T11:35:45.924110Z,2942
2025-11-26T11:35:45.985122Z,3006
2025-11-26T11:35:46.112333Z,3070
2025-11-26T11:35:46.174665Z,3134
2025-11-26T11:35:46.238555Z,3178
2025-11-26T11:35:46.300411Z,3198
2025-11-26T11:35:46.362645Z,3262
2025-11-26T11:35:46.487649Z,3326
2025-11-26T11:35:46.550235Z,3390
2025-11-26T11:35:46.613074Z,3434
2025-11-26T11:35:46.676228Z,3454
2025-11-26T11:35:46.738573Z,3518
2025-11-26T11:35:46.860849Z,3582
2025-11-26T11:35:46.921111Z,3646
2025-11-26T11:35:46.983012Z,3690
2025-11-26T11:35:47.045197Z,3710
2025-11-26T11:35:47.108858Z,3774
2025-11-26T11:35:47.233301Z,3838
2025-11-26T11:35:47.296044Z,3902
2025-11-26T11:35:47.357405Z,3946
2025-11-26T11:35:47.419826Z,3966
2025-11-26T11:35:47.482458Z,4030
2025-11-26T11:35:47.606979Z,4094
