timestamp,bytes_received
2025-11-26T12:35:35.973708Z,62
2025-11-26T12:35:36.034821Z,126
2025-11-26T12:35:36.096918Z,190
2025-11-26T12:35:36.222025Z,254
2025-11-26T12:35:36.283672Z,259
2025-11-26T12:35:36.345203Z,318
2025-11-26T12:35:36.407087Z,382
2025-11-26T12:35:36.467416Z,446
2025-11-26T12:35:36.591935Z,510
2025-11-26T12:35:36.655109Z,514
2025-11-26T12:35:36.716647Z,574
2025-11-26T12:35:36.779157Z,638
2025-11-26T12:35:36.840855Z,702
2025-11-26T12:35:36.964662Z,766
2025-11-26T12:35:37.027107Z,770
2025-11-26T12:35:37.089284Z,830
2025-11-26T12:35:37.150621Z,894
2025-11-26T12:35:37.213771Z,958
2025-11-26T12:35:37.339356Z,1022
2025-11-26T12:35:37.401646Z,1031
2025-11-26T12:35:37.465066Z,1088
2025-11-26T12:35:37.528452Z,1150
2025-11-26T12:35:37.590284Z,1214
2025-11-26T12:35:37.651478Z,1216
2025-11-26T12:35:37.713506Z,1278
2025-11-26T12:35:37.775494Z,1290
2025-11-26T12:35:37.837477Z,1347
2025-11-26T12:35:37.899800Z,1406
2025-11-26T12:35:37.962726Z,1470
2025-11-26T12:35:38.026468Z,1480
2025-11-26T12:35:38.090015Z,1534
2025-11-26T12:35:38.151967Z,1555
2025-11-26T12:35:38.214063Z,1610
2025-11-26T12:35:38.276415Z,1666
2025-11-26T12:35:38.340434Z,1726
2025-11-26T12:35:38.403044Z,1743
2025-11-26T12:35:38.465263Z,1790
2025-11-26T12:35:38.527955Z,1818
2025-11-26T12:35:38.589826Z,1872
2025-11-26T12:35:38.651854Z,1927
2025-11-26T12:35:38.714464Z,1982
2025-11-26T12:35:38.777401Z,2000
2025-11-26T12:35:38.839725Z,2046
2025-11-26T12:35:38.903230Z,2077
2025-11-26T12:35:38.964493Z,2130
2025-11-26T12:35:39.027642Z,2189
2025-11-26T12:35:39.088822Z,2238
2025-11-26T12:35:39.152591Z,2264
2025-11-26T12:35:39.214724Z,2302
2025-11-26T12:35:39.277598Z,2339
2025-11-26T12:35:39.339993Z,2394
2025-11-26T12:35:39.402702Z,2451
2025-11-26T12:35:39.465740Z,2494
2025-11-26T12:35:39.528461Z,2528
2025-11-26T12:35:39.591470Z,2582
2025-11-26T12:35:39.654993Z,2641
2025-11-26T12:35:39.718501Z,2665
2025-11-26T12:35:39.779473Z,2713
2025-11-26T12:35:39.842073Z,2770
2025-11-26T12:35:39.903471Z,2814
2025-11-26T12:35:39.964709Z,2839
2025-11-26T12:35:40.027191Z,2894
2025-11-26T12:35:40.088696Z,2949
2025-11-26T12:35:40.150829Z,3006
2025-11-26T12:35:40.211914Z,3020
2025-11-26T12:35:40.274372Z,3070
2025-11-26T12:35:40.337572Z,3097
2025-11-26T12:35:40.399311Z,3152
2025-11-26T12:35:40.461232Z,3205
2025-11-26T12:35:40.522706Z,3262
2025-11-26T12:35:40.585732Z,3280
2025-11-26T12:35:40.648612Z,3326
2025-11-26T12:35:40.710960Z,3356
2025-11-26T12:35:40.773205Z,3411
2025-11-26T12:35:40.837234Z,3471
2025-11-26T12:35:40.900077Z,3518
2025-11-26T12:35:40.961450Z,3543
2025-11-26T12:35:41.023889Z,3582
2025-11-26T12:35:41.085635Z,3618
2025-11-26T12:35:41.147454Z,3673
2025-11-26T12:35:41.209660Z,3727
2025-11-26T12:35:41.271209Z,3774
2025-11-26T12:35:41.332908Z,3798
2025-11-26T12:35:41.395612Z,3838
2025-11-26T12:35:41.458511Z,3876
2025-11-26T12:35:41.521340Z,3932
2025-11-26T12:35:41.582463Z,3985
2025-11-26T12:35:41.645198Z,4030
2025-11-26T12:35:41.708429Z,4061
2025-11-26T12:35:41.769705Z,4094
