id,input_name,bytes_sent,bytes_received,duration_s,output_image_path,mode,success,timestamp
1,image.png,0,0,4.36763,,length,False,2025-11-25T16:38:04
1,image.png,0,0,4.312365,,length,False,2025-11-25T16:38:19
1,image.png,0,6141,4.375567,,length,False,2025-11-25T16:39:21
1,image.png,49152,4096,4.366442,output\image_1.png,length,True,2025-11-25T16:41:30
